N,P,K,temperature,humidity,ph,rainfall,soil_type
76.8,43.1,62.8,39.9,60.1,7.8,1375.0,Black Cotton
131.6,28.6,48.5,29.1,90.8,3.86,2674.1,Peaty
44.9,34.1,47.9,30.3,90.3,8.12,1787.9,Coastal Alluvial
59.1,19.4,72.5,26.4,72.9,5.47,3436.6,Laterite
64.3,22.2,72.5,29.6,86.8,5.99,2695.9,Laterite
95.4,61.1,86.2,29.7,87.7,6.67,2725.0,Riverine Alluvial
95.2,53.2,86.0,30.9,78.0,6.85,2755.9,Riverine Alluvial
58.8,26.5,74.3,28.6,76.4,6.11,2838.1,Red Loam
45.2,16.8,66.2,32.4,78.0,4.99,4041.3,Laterite
69.0,33.4,93.6,26.9,89.2,6.04,2768.3,Red Loam
62.5,18.6,70.8,31.4,77.5,5.09,2960.1,Laterite
42.2,25.8,43.5,33.5,40.4,6.93,1302.0,Sandy
53.4,17.3,80.3,31.6,89.7,5.26,3613.8,Laterite
58.0,18.2,82.0,25.7,70.5,6.4,2531.6,Red Loam
83.8,54.1,69.0,26.9,79.7,7.03,3488.3,Riverine Alluvial
109.9,53.1,112.9,18.6,77.5,5.02,3105.3,Forest Loam
102.2,55.8,94.5,28.8,78.9,7.16,2141.1,Riverine Alluvial
118.9,30.0,52.6,31.9,89.5,4.33,2948.6,Peaty
71.7,39.7,57.2,29.1,80.5,4.67,3501.0,Brown Hydromorphic
88.8,37.9,107.7,20.6,90.3,5.23,3633.4,Forest Loam
111.2,45.7,102.2,17.6,89.8,5.61,3672.1,Forest Loam
53.0,27.2,71.5,30.6,81.8,7.5,2515.8,Coastal Alluvial
98.9,60.8,102.2,27.9,72.0,6.98,3263.5,Riverine Alluvial
42.3,9.8,105.2,28.5,79.8,5.21,3243.4,Laterite
31.9,23.2,43.2,35.3,61.3,6.86,1087.3,Sandy
71.2,38.0,42.7,31.4,86.9,7.59,2497.2,Coastal Alluvial
64.4,37.2,82.3,35.0,64.4,6.93,1457.6,Black Cotton
39.5,18.4,44.3,27.5,78.2,4.78,2357.0,Laterite
127.0,29.5,53.5,31.4,95.1,3.78,3157.7,Peaty
117.4,33.5,79.5,20.6,87.6,5.82,4085.1,Forest Loam
44.7,7.9,76.1,30.8,78.6,5.4,4095.2,Laterite
46.4,14.6,75.4,35.7,84.4,5.24,3455.0,Laterite
51.3,15.8,79.5,28.9,92.3,5.03,3984.2,Laterite
50.1,21.8,83.6,31.9,72.9,5.76,2245.1,Red Loam
86.0,48.5,95.4,14.2,89.6,5.33,3518.2,Forest Loam
57.8,33.8,58.6,30.7,79.2,8.43,2232.3,Coastal Alluvial
50.3,29.6,113.1,29.6,79.6,5.81,3101.8,Red Loam
80.0,20.2,67.6,28.2,93.7,4.94,2802.0,Brown Hydromorphic
128.8,56.4,81.1,25.6,83.0,5.54,3842.3,Forest Loam
143.7,60.9,56.6,19.8,90.2,5.8,4103.9,Forest Loam
85.2,36.9,72.6,25.2,63.2,6.7,2024.7,Loamy
50.2,14.9,87.1,29.4,77.5,5.45,3049.5,Laterite
40.8,52.4,49.0,33.6,87.9,6.89,2515.5,Coastal Alluvial
103.0,32.8,66.8,20.2,87.0,6.05,3893.9,Forest Loam
133.8,58.1,86.4,18.3,86.1,6.14,3344.6,Forest Loam
82.1,51.5,96.2,28.8,82.6,7.23,1551.8,Clayey
64.2,14.3,90.4,34.6,76.7,5.36,2872.1,Laterite
92.6,40.2,59.0,28.4,66.1,6.3,1919.1,Loamy
78.6,46.2,88.4,19.5,79.8,5.63,4873.7,Forest Loam
84.8,45.2,101.1,29.8,81.9,6.63,2936.8,Riverine Alluvial
86.6,52.0,79.2,28.0,80.8,6.54,3088.9,Riverine Alluvial
166.1,24.8,57.0,30.7,91.7,3.89,2772.2,Peaty
63.8,40.7,84.2,25.0,75.1,6.88,1733.1,Clayey
115.1,63.1,103.5,24.2,91.6,5.59,3942.9,Forest Loam
103.0,37.7,96.0,19.7,77.1,5.72,2904.0,Forest Loam
26.5,38.2,59.9,32.3,84.3,7.77,1796.1,Coastal Alluvial
90.6,42.3,92.9,31.8,69.4,6.55,2836.3,Riverine Alluvial
67.3,42.6,38.8,28.7,96.5,4.27,2777.0,Brown Hydromorphic
76.3,30.1,58.3,26.9,83.2,4.51,2771.5,Brown Hydromorphic
62.6,43.5,37.9,31.8,90.1,4.79,3574.1,Brown Hydromorphic
55.9,13.3,67.6,28.5,74.7,5.05,3574.8,Laterite
90.0,28.8,85.7,25.0,66.5,5.94,2994.0,Red Loam
43.4,4.5,39.4,27.3,76.8,4.86,3927.9,Laterite
82.4,58.8,80.9,28.1,78.7,7.05,2050.3,Clayey
131.6,54.3,66.0,18.4,82.6,6.22,3549.0,Forest Loam
44.8,38.5,55.4,27.6,79.9,7.72,1306.3,Coastal Alluvial
124.1,28.3,50.9,27.1,88.8,3.78,2938.4,Peaty
68.9,14.8,50.5,23.8,81.1,4.65,3088.2,Laterite
51.5,22.7,62.5,27.4,85.4,5.87,3546.7,Laterite
81.0,47.7,74.3,24.8,90.4,6.5,2370.4,Riverine Alluvial
90.8,43.7,94.6,25.7,86.5,6.9,2558.3,Riverine Alluvial
64.9,35.7,81.1,31.8,73.6,5.97,2226.7,Red Loam
89.3,50.1,84.5,30.8,84.6,7.43,2885.3,Riverine Alluvial
64.6,17.1,61.6,32.0,71.3,4.83,3467.4,Laterite
40.1,31.3,60.0,32.8,86.2,7.48,2509.3,Coastal Alluvial
59.0,55.4,49.5,27.3,67.6,7.43,2383.9,Riverine Alluvial
55.4,11.4,65.3,29.5,72.3,5.85,4032.6,Laterite
70.3,67.2,128.1,27.1,78.5,6.53,2859.9,Riverine Alluvial
70.6,29.7,32.4,25.8,89.9,4.66,2911.9,Brown Hydromorphic
36.0,32.2,95.6,32.1,81.3,6.56,2753.3,Red Loam
109.8,59.6,73.5,28.2,91.8,6.47,2862.1,Riverine Alluvial
148.8,27.0,96.6,17.3,88.1,5.79,3323.8,Forest Loam
63.1,32.9,52.4,26.9,77.0,5.24,2417.2,Red Loam
128.8,33.9,41.9,30.3,91.7,4.21,3475.5,Peaty
63.5,17.2,64.6,30.9,85.1,5.05,3817.8,Laterite
67.7,13.9,78.7,26.5,82.1,5.4,3578.9,Laterite
38.8,21.8,52.1,36.5,46.6,7.11,1009.9,Sandy
57.3,10.1,58.4,28.3,72.0,5.56,3805.7,Laterite
83.3,57.8,82.0,27.8,81.8,7.6,1702.0,Clayey
39.7,41.2,37.4,31.7,80.8,7.25,1630.9,Coastal Alluvial
85.9,23.3,56.2,28.1,81.0,5.72,2284.2,Red Loam
157.9,29.8,39.3,30.2,96.4,4.48,3250.7,Peaty
84.1,34.3,61.7,30.9,68.8,7.69,1532.9,Black Cotton
62.2,14.3,72.7,30.3,80.8,5.54,2675.1,Laterite
50.4,12.3,84.0,35.1,90.1,6.1,3342.2,Laterite
65.5,25.3,85.2,28.0,78.3,6.02,2779.7,Red Loam
52.5,21.1,64.3,27.5,76.7,5.41,3577.0,Laterite
67.3,50.9,76.4,29.5,79.0,6.56,3343.1,Riverine Alluvial
50.3,41.2,101.5,35.8,80.2,6.49,3522.7,Red Loam
120.5,25.8,34.3,32.1,97.2,4.2,3148.2,Peaty
61.4,31.3,95.0,31.6,76.0,5.91,2101.5,Red Loam
65.6,20.4,93.1,32.4,81.0,6.21,2490.3,Red Loam
58.4,9.5,53.3,29.8,87.2,5.53,3649.0,Laterite
60.0,39.8,30.5,28.4,82.7,7.67,2406.0,Coastal Alluvial
112.0,33.6,60.7,32.4,93.4,4.09,3037.8,Peaty
129.2,25.8,44.5,27.2,92.1,4.18,2399.9,Peaty
83.1,34.4,80.9,21.4,67.1,6.77,1893.2,Loamy
81.7,30.0,48.4,30.8,73.3,6.39,1832.6,Red Loam
62.2,32.2,57.5,29.0,65.5,5.66,2462.0,Red Loam
139.4,32.9,113.9,23.3,80.7,5.48,4651.3,Forest Loam
81.6,47.9,87.9,22.9,74.0,7.12,2714.5,Clayey
73.4,23.2,74.3,26.6,84.2,5.27,3438.5,Laterite
70.2,34.4,82.8,26.1,83.1,6.06,3026.2,Red Loam
37.9,40.8,46.6,28.7,80.7,7.27,1569.5,Coastal Alluvial
89.2,59.1,88.4,28.0,77.9,6.89,3285.9,Riverine Alluvial
83.3,59.3,98.9,28.5,73.5,7.15,2654.6,Riverine Alluvial
31.5,35.1,64.6,30.3,79.2,7.66,1562.3,Coastal Alluvial
66.5,27.1,51.7,32.4,76.9,6.4,2862.3,Red Loam
92.5,47.0,85.1,27.1,73.2,5.85,2048.1,Loamy
46.1,26.8,52.0,32.4,78.8,6.06,2028.0,Red Loam
58.8,12.2,78.8,30.0,85.7,5.54,3112.1,Laterite
136.9,22.4,53.7,31.9,90.1,4.37,3310.2,Peaty
42.6,44.3,40.6,30.8,80.0,7.59,2191.7,Coastal Alluvial
78.7,46.9,107.0,29.4,71.6,7.06,3443.5,Riverine Alluvial
91.5,55.4,78.5,25.8,85.2,7.79,2604.8,Riverine Alluvial
40.2,35.8,39.0,32.4,91.4,7.57,2104.0,Coastal Alluvial
101.0,45.8,76.4,22.0,94.8,5.25,3501.4,Forest Loam
60.3,41.8,67.1,28.7,83.4,8.29,2211.6,Coastal Alluvial
48.8,20.8,47.0,29.9,83.8,5.46,3694.3,Laterite
71.1,42.4,100.4,27.8,75.8,6.88,3170.5,Riverine Alluvial
72.4,18.3,88.0,28.1,83.0,5.29,3737.1,Laterite
34.3,25.0,44.0,34.0,67.1,6.86,1283.4,Sandy
49.7,48.9,82.4,31.1,88.6,7.93,2099.3,Coastal Alluvial
110.0,53.8,77.7,22.1,79.3,6.68,1556.9,Loamy
107.3,72.6,105.3,30.5,82.5,6.8,3132.2,Riverine Alluvial
48.7,19.0,72.7,27.7,75.8,4.84,3942.6,Laterite
125.2,59.5,94.7,17.2,86.4,5.9,4470.1,Forest Loam
52.0,12.4,90.6,26.6,85.5,5.1,3477.6,Laterite
163.2,38.4,40.3,30.5,89.0,4.49,2833.4,Peaty
56.2,31.5,97.9,25.1,81.2,6.91,2850.7,Red Loam
32.1,37.2,63.6,33.7,79.3,7.34,2127.5,Coastal Alluvial
44.6,45.6,67.6,31.7,84.1,8.46,1330.0,Coastal Alluvial
54.2,25.6,89.4,28.6,74.4,6.02,3044.0,Red Loam
38.8,39.4,35.4,35.2,83.8,7.26,1978.9,Coastal Alluvial
92.4,41.3,99.8,23.2,87.8,6.82,3641.5,Riverine Alluvial
70.9,47.5,63.5,30.5,75.1,6.41,1859.4,Loamy
49.8,24.3,63.7,28.5,78.7,5.04,2773.4,Laterite
39.7,31.3,61.2,32.0,93.1,7.88,2091.5,Coastal Alluvial
90.2,34.3,67.5,30.6,82.3,4.97,2840.2,Brown Hydromorphic
71.9,34.0,55.9,37.4,61.3,7.96,1359.6,Black Cotton
90.8,50.3,76.4,25.1,72.3,6.47,2039.2,Loamy
112.8,45.0,89.5,28.0,76.7,7.01,2687.4,Riverine Alluvial
87.2,35.3,83.9,25.3,81.6,6.62,2767.4,Riverine Alluvial
93.3,41.1,101.3,27.0,71.2,6.68,2516.1,Riverine Alluvial
62.2,36.7,99.8,28.2,83.1,6.42,2511.1,Red Loam
61.8,22.6,77.5,28.8,69.8,5.6,3726.3,Laterite
94.2,25.9,63.4,28.3,91.3,5.16,3275.4,Brown Hydromorphic
79.1,27.0,91.8,29.6,85.5,7.0,1942.8,Clayey
67.9,27.5,73.2,33.3,76.9,8.21,1804.0,Coastal Alluvial
73.5,29.4,66.9,27.9,85.3,4.94,3153.6,Brown Hydromorphic
69.4,35.8,77.8,24.3,78.2,7.11,3014.9,Clayey
101.4,45.4,71.1,27.0,78.7,6.65,3131.6,Riverine Alluvial
76.1,37.3,36.8,32.2,83.4,4.75,2941.4,Brown Hydromorphic
113.0,42.8,91.9,29.9,80.8,7.47,3439.4,Riverine Alluvial
114.2,29.7,107.2,21.5,76.1,5.72,4688.7,Forest Loam
74.6,28.7,96.0,33.8,75.3,6.08,2841.1,Red Loam
59.7,10.1,73.8,30.7,78.4,4.99,4234.3,Laterite
46.5,32.4,46.5,33.3,82.5,7.3,1983.0,Coastal Alluvial
37.1,16.0,52.2,28.1,82.4,5.07,4004.3,Laterite
82.7,27.0,86.9,28.3,76.9,6.17,3135.8,Red Loam
79.0,33.0,41.0,28.9,91.9,4.91,3787.1,Brown Hydromorphic
36.5,30.5,43.4,32.3,66.1,6.51,1088.1,Sandy
86.4,53.5,118.8,21.1,92.6,5.7,3613.3,Forest Loam
83.5,38.2,54.0,28.7,94.2,4.91,3749.0,Brown Hydromorphic
75.7,48.1,73.0,32.3,51.0,7.32,1221.9,Black Cotton
101.5,44.6,107.2,16.0,89.5,5.59,3941.7,Forest Loam
60.6,29.9,81.1,29.5,83.6,6.28,2716.7,Red Loam
49.1,19.6,73.0,30.1,82.5,6.33,2569.3,Red Loam
44.4,38.4,47.0,27.0,81.3,7.17,1988.9,Coastal Alluvial
51.7,31.6,44.2,30.0,78.0,8.17,2002.6,Coastal Alluvial
113.9,53.3,87.1,16.2,92.1,5.65,3700.4,Forest Loam
61.5,9.2,36.0,31.3,73.9,5.44,2509.0,Laterite
71.9,40.4,90.8,28.4,79.4,6.89,2633.4,Riverine Alluvial
56.1,11.1,80.3,35.7,89.0,5.63,3715.4,Laterite
49.2,13.8,71.1,31.1,81.9,5.64,3108.5,Laterite
76.9,27.4,56.2,27.7,88.5,5.54,2925.7,Brown Hydromorphic
72.2,13.7,79.5,33.0,85.0,5.41,3189.5,Laterite
112.3,49.7,85.7,21.5,80.4,5.55,3883.9,Forest Loam
104.2,30.3,97.3,18.7,83.2,5.3,3349.3,Forest Loam
53.8,19.6,56.3,26.3,70.3,5.29,3143.4,Laterite
60.3,11.6,76.3,28.9,81.8,5.28,2797.8,Laterite
36.4,17.4,40.7,32.9,54.7,6.98,1380.3,Sandy
145.3,26.1,37.9,25.1,93.7,4.21,3428.0,Peaty
49.5,37.9,97.7,35.6,82.1,6.38,2295.3,Red Loam
68.2,11.8,80.2,30.2,75.4,4.73,3116.6,Laterite
76.9,43.5,79.2,23.9,84.1,7.67,2608.7,Riverine Alluvial
45.2,33.7,70.2,26.6,76.3,6.53,1968.2,Red Loam
48.0,37.6,63.3,30.7,69.6,7.65,964.4,Black Cotton
31.2,19.2,83.3,27.9,75.2,5.09,3216.6,Laterite
52.7,27.3,85.5,31.6,75.7,6.58,3276.3,Red Loam
62.2,17.1,53.2,30.2,82.9,5.59,2040.0,Laterite
46.2,32.0,43.4,32.6,91.3,7.39,1650.9,Coastal Alluvial
104.5,39.4,87.5,29.6,75.0,6.55,2318.0,Riverine Alluvial
75.9,43.6,48.4,30.3,91.9,4.71,2906.3,Brown Hydromorphic
25.9,54.5,84.1,32.3,94.0,7.87,2059.6,Coastal Alluvial
90.6,23.6,86.0,34.6,89.8,6.21,2634.3,Red Loam
77.9,26.8,47.4,31.0,67.7,8.18,1141.8,Black Cotton
63.2,41.7,77.1,27.6,78.7,7.39,2171.0,Clayey
98.0,19.0,37.2,31.0,89.6,4.55,2966.4,Peaty
99.4,67.4,70.5,29.2,80.5,6.23,2385.1,Riverine Alluvial
109.7,56.4,89.5,19.5,72.3,5.56,4497.2,Forest Loam
57.1,27.6,64.5,29.8,89.0,8.11,2315.7,Coastal Alluvial
59.1,27.5,106.6,27.2,74.1,6.38,2221.2,Red Loam
68.2,36.2,50.4,27.7,90.2,5.1,2603.1,Brown Hydromorphic
119.2,31.5,28.9,28.2,93.9,4.87,2924.4,Peaty
32.3,15.7,46.6,34.5,63.2,7.51,950.5,Sandy
61.0,29.6,63.6,31.3,85.7,4.35,3161.6,Brown Hydromorphic
79.1,53.5,58.9,31.7,72.0,7.36,2737.8,Clayey
79.9,39.6,58.0,28.6,96.3,4.64,3412.1,Brown Hydromorphic
42.7,13.7,47.7,29.2,73.4,5.35,3111.4,Laterite
93.0,45.2,94.4,22.9,86.4,5.84,3931.5,Forest Loam
72.6,30.0,62.9,29.3,80.0,5.92,1530.0,Red Loam
150.8,60.7,105.6,19.3,82.2,6.37,3639.8,Forest Loam
79.2,61.1,104.8,26.9,76.1,6.81,2494.2,Clayey
52.2,19.9,66.5,25.1,80.8,5.3,3383.1,Laterite
96.4,35.9,78.6,21.4,87.0,5.37,3807.5,Forest Loam
53.1,16.7,77.0,28.3,76.9,5.74,3038.7,Laterite
70.1,28.9,54.0,30.9,87.1,5.79,2194.2,Red Loam
93.8,59.4,77.5,24.3,86.7,4.95,4103.3,Forest Loam
75.8,52.8,76.0,27.3,60.7,6.18,1772.0,Loamy
62.2,40.7,58.6,26.8,58.6,8.16,1283.3,Black Cotton
61.2,40.3,91.1,31.8,78.2,6.72,1919.7,Clayey
104.6,30.2,102.4,17.0,90.6,5.61,3606.1,Forest Loam
55.1,14.8,67.8,23.3,82.8,5.46,2977.6,Laterite
90.0,19.6,43.8,28.1,94.1,4.49,3140.3,Peaty
46.9,36.1,62.3,31.3,77.2,8.28,2240.3,Coastal Alluvial
143.4,39.2,96.2,20.1,76.1,5.83,3798.2,Forest Loam
112.5,59.4,108.2,23.9,91.2,5.57,3640.3,Forest Loam
90.2,46.9,102.3,15.5,86.6,6.23,4374.2,Forest Loam
107.9,50.8,79.7,16.3,88.4,6.49,3323.3,Forest Loam
55.8,47.6,59.0,29.9,91.6,4.78,3264.2,Brown Hydromorphic
44.0,15.0,69.7,26.4,85.2,5.27,4021.4,Laterite
51.3,21.7,69.3,28.1,89.1,5.56,2216.4,Laterite
66.6,49.8,90.5,27.4,78.7,7.39,2447.7,Riverine Alluvial
42.9,26.5,67.2,33.6,89.8,6.53,2732.4,Red Loam
97.8,56.8,103.1,28.4,80.6,7.32,1068.4,Clayey
58.6,27.5,91.8,24.9,67.3,6.2,1834.4,Red Loam
35.6,29.0,30.0,35.5,51.3,6.19,1159.7,Sandy
88.0,21.6,49.6,28.6,87.5,5.29,3443.9,Laterite
51.4,24.8,78.9,32.3,74.1,6.58,2824.4,Red Loam
79.1,55.8,89.6,28.9,75.2,7.81,1622.4,Clayey
86.1,23.0,78.6,32.4,70.3,6.12,2997.2,Red Loam
147.2,27.7,45.8,27.5,86.0,3.82,3033.7,Peaty
98.0,53.0,95.4,30.3,74.2,6.83,3396.1,Riverine Alluvial
92.8,49.6,92.8,29.8,73.4,6.43,2035.4,Loamy
86.3,24.8,58.0,33.4,86.8,5.02,3171.4,Brown Hydromorphic
98.7,40.4,64.9,28.0,90.3,4.3,3272.1,Brown Hydromorphic
98.9,44.6,92.1,27.2,77.0,6.92,2243.1,Riverine Alluvial
59.2,26.7,50.2,33.8,55.1,8.15,1509.2,Black Cotton
84.8,47.0,59.0,27.3,66.4,6.55,1420.9,Loamy
30.7,47.8,56.8,31.3,82.0,7.55,1673.7,Coastal Alluvial
83.8,45.7,94.6,29.7,71.7,6.88,3364.1,Riverine Alluvial
47.9,8.5,74.6,33.3,87.0,5.28,4111.2,Laterite
61.4,21.7,77.7,33.7,70.6,6.22,2919.5,Red Loam
47.6,53.3,88.7,29.3,71.0,7.01,1768.6,Clayey
52.5,37.9,55.6,26.6,83.6,5.4,3758.9,Brown Hydromorphic
60.1,42.7,51.0,32.9,91.1,8.21,1817.0,Coastal Alluvial
152.0,22.8,36.2,30.1,93.9,4.65,2484.4,Peaty
53.8,15.4,61.8,35.3,82.8,5.61,3117.8,Laterite
66.5,12.2,62.5,28.6,82.5,5.2,2960.3,Laterite
48.9,15.0,72.9,29.7,86.8,5.54,3718.5,Laterite
45.2,22.9,33.2,27.0,49.7,6.15,1104.5,Sandy
66.7,30.9,32.6,25.1,90.0,4.34,2885.3,Brown Hydromorphic
47.0,9.8,67.1,28.0,92.1,5.46,3810.2,Laterite
60.2,9.2,80.1,29.0,86.7,5.56,3287.7,Laterite
123.5,56.5,111.3,19.5,85.6,6.1,4171.9,Forest Loam
57.6,22.7,67.3,28.9,80.2,5.74,2654.6,Laterite
120.6,69.9,120.2,17.2,85.0,5.79,4029.8,Forest Loam
64.5,36.8,46.4,29.9,92.1,4.65,3156.6,Brown Hydromorphic
55.9,19.3,36.0,26.4,76.9,5.62,3466.0,Laterite
142.5,40.7,88.0,16.8,89.1,5.74,3824.2,Forest Loam
65.8,21.5,54.7,30.9,85.3,4.46,3282.2,Brown Hydromorphic
34.1,15.9,42.4,24.6,87.5,5.37,3586.0,Laterite
59.4,9.5,83.3,31.0,83.9,5.49,3162.2,Laterite
121.9,21.0,41.3,31.3,92.3,4.75,3089.4,Peaty
72.6,46.5,54.6,27.2,61.9,6.51,1302.1,Loamy
94.5,46.1,57.7,26.1,59.4,6.58,1482.9,Loamy
53.7,22.6,83.3,30.8,81.4,6.02,2556.2,Red Loam
43.5,18.2,75.5,28.5,78.0,4.9,2964.0,Laterite
71.0,38.9,47.0,26.1,63.1,7.93,1474.0,Black Cotton
61.6,18.5,75.7,31.7,84.8,4.9,2800.4,Laterite
114.5,45.8,93.3,29.5,75.5,6.6,2967.0,Riverine Alluvial
75.5,50.0,79.6,26.5,88.2,7.47,2739.5,Clayey
97.1,31.5,79.5,24.8,77.4,7.12,2990.4,Riverine Alluvial
102.3,51.1,110.9,23.9,78.9,7.11,3095.0,Riverine Alluvial
73.4,38.3,67.3,27.4,77.9,6.12,1944.7,Loamy
33.0,39.0,47.9,32.0,96.9,7.35,2550.8,Coastal Alluvial
41.5,41.1,36.9,27.4,84.8,7.95,1600.5,Coastal Alluvial
58.1,44.0,77.1,31.6,96.7,5.14,3534.5,Brown Hydromorphic
37.5,34.4,68.5,25.9,79.7,8.05,1661.2,Coastal Alluvial
50.3,39.4,63.0,28.4,82.0,7.62,2025.2,Coastal Alluvial
85.5,24.0,96.4,30.2,83.5,5.75,2900.8,Red Loam
132.3,34.5,111.4,25.7,78.3,5.31,3362.9,Forest Loam
31.0,9.7,41.6,26.3,73.8,5.41,3908.9,Laterite
64.7,15.3,70.3,29.0,79.3,4.97,3280.8,Laterite
34.3,17.4,60.5,28.8,77.5,5.49,3103.0,Laterite
68.2,28.8,65.5,28.7,94.3,4.73,2285.9,Brown Hydromorphic
138.3,50.0,76.3,20.9,92.3,5.85,3577.0,Forest Loam
78.7,12.3,48.7,27.1,86.0,5.28,2991.2,Laterite
94.8,48.9,106.1,25.6,74.9,6.44,2742.4,Riverine Alluvial
118.6,43.8,99.4,24.4,90.6,5.47,4275.8,Forest Loam
103.5,27.3,42.2,29.3,92.8,4.69,3132.0,Peaty
65.5,19.6,92.0,29.5,85.3,6.25,2852.0,Red Loam
36.4,47.7,42.5,28.7,77.7,8.54,1497.1,Coastal Alluvial
51.4,7.1,78.1,23.9,80.5,5.96,3350.2,Laterite
95.8,44.9,90.0,28.3,77.8,7.19,2578.7,Riverine Alluvial
45.2,14.7,41.7,29.8,47.9,6.54,1723.1,Sandy
71.3,15.0,95.2,30.7,85.0,5.75,3240.1,Laterite
77.4,35.3,90.2,28.5,79.9,7.32,2694.5,Riverine Alluvial
48.0,31.2,39.8,27.6,85.6,8.67,2602.2,Coastal Alluvial
67.8,37.5,47.4,28.0,100.0,4.5,2829.2,Brown Hydromorphic
35.5,36.9,46.6,31.2,86.7,7.97,1646.4,Coastal Alluvial
88.3,52.9,98.8,30.3,74.3,6.65,2593.5,Riverine Alluvial
63.2,25.1,61.9,34.6,57.6,7.24,952.2,Black Cotton
44.7,20.2,36.0,29.3,81.9,5.37,3105.1,Laterite
65.4,13.0,101.0,31.9,85.8,4.8,2720.7,Laterite
65.3,7.8,67.2,25.9,80.1,5.77,3996.7,Laterite
95.5,55.1,69.8,30.7,76.6,7.08,3167.5,Riverine Alluvial
55.0,22.9,59.1,30.7,78.4,7.54,1864.0,Coastal Alluvial
27.4,18.8,36.4,26.2,78.4,4.77,3816.5,Laterite
36.5,31.6,84.8,30.0,90.8,7.11,2134.5,Coastal Alluvial
51.2,34.9,80.5,35.4,85.0,8.19,1640.9,Coastal Alluvial
36.8,50.5,74.1,30.3,85.3,8.02,2379.6,Coastal Alluvial
57.6,44.8,78.0,31.4,62.7,7.38,1116.4,Black Cotton
123.3,64.0,68.7,30.7,84.5,7.04,3619.5,Riverine Alluvial
36.2,35.2,23.0,26.9,55.1,6.85,1090.8,Sandy
72.0,53.7,99.0,30.6,71.7,7.27,2339.6,Riverine Alluvial
23.7,40.0,66.7,27.6,87.1,8.76,2307.0,Coastal Alluvial
56.0,10.2,82.5,28.6,89.5,5.02,3272.8,Laterite
148.2,31.8,43.8,30.2,96.6,4.07,2833.7,Peaty
147.8,20.9,52.1,28.1,90.8,4.34,3388.5,Peaty
58.5,19.4,80.9,28.1,80.5,4.86,2427.9,Laterite
107.3,40.2,89.8,27.3,83.9,6.75,3110.8,Riverine Alluvial
29.6,14.9,22.5,34.9,43.1,6.37,1096.2,Sandy
52.0,26.4,76.4,32.7,81.0,6.17,3864.0,Red Loam
144.8,26.5,32.8,30.2,92.4,4.37,2936.7,Peaty
117.6,44.0,91.9,18.5,82.2,6.05,3321.4,Forest Loam
102.5,47.5,96.0,17.8,88.3,5.38,3900.3,Forest Loam
101.5,57.3,67.7,31.7,75.8,7.08,2919.6,Riverine Alluvial
68.4,30.3,97.7,27.1,74.8,6.19,2615.4,Red Loam
57.0,9.9,68.2,28.2,85.2,5.51,3591.1,Laterite
108.9,36.9,73.4,17.5,83.7,5.93,3915.9,Forest Loam
70.8,32.6,67.4,29.3,72.4,6.46,3027.8,Red Loam
59.2,50.8,79.4,30.5,80.4,7.36,1868.1,Clayey
83.9,17.6,76.4,32.4,81.6,4.86,3951.0,Laterite
72.7,28.6,76.8,31.7,75.0,6.41,2777.8,Red Loam
39.7,20.2,72.0,33.1,90.0,5.45,3122.3,Laterite
43.8,46.8,52.3,35.0,87.9,7.49,2335.4,Coastal Alluvial
70.1,50.1,63.3,27.3,55.1,7.85,1602.9,Black Cotton
77.3,46.1,89.3,16.2,84.2,5.38,3300.5,Forest Loam
46.0,14.9,64.4,25.8,70.6,5.63,3135.6,Laterite
52.4,56.7,74.6,24.7,83.1,7.36,2190.5,Clayey
99.7,41.6,112.2,15.5,91.0,5.52,3305.9,Forest Loam
83.3,38.7,65.5,27.5,79.1,4.74,3341.2,Brown Hydromorphic
51.7,26.2,72.5,34.0,76.8,6.77,1720.9,Red Loam
122.2,38.0,106.4,22.6,91.6,5.74,4403.1,Forest Loam
61.2,22.1,72.4,28.0,75.6,6.18,2649.7,Red Loam
43.0,32.7,51.5,29.3,81.8,7.88,2014.0,Coastal Alluvial
81.9,31.7,72.5,31.0,77.5,6.4,2414.3,Red Loam
76.7,36.5,69.9,31.5,84.9,4.63,3587.5,Brown Hydromorphic
39.9,21.3,63.8,28.9,85.8,5.51,3933.5,Laterite
51.9,13.9,52.3,30.0,83.4,5.4,3425.9,Laterite
69.2,15.5,89.1,29.2,76.4,4.98,3540.5,Laterite
58.4,23.5,64.1,32.0,76.7,5.92,2576.5,Red Loam
70.6,44.7,75.8,24.7,77.7,7.65,1491.4,Clayey
63.8,19.5,91.6,29.2,68.6,5.7,3532.8,Laterite
77.2,54.4,55.4,31.1,73.1,6.55,1577.8,Loamy
97.0,35.9,100.3,29.8,68.9,7.44,2980.8,Riverine Alluvial
88.0,67.0,77.0,25.4,83.5,6.96,3407.1,Riverine Alluvial
47.1,11.8,78.9,25.8,74.1,4.61,3480.3,Laterite
183.9,36.0,56.4,29.4,89.1,4.25,2907.4,Peaty
162.1,23.3,35.8,29.6,93.1,4.0,2659.1,Peaty
93.8,43.4,81.2,35.2,60.8,7.93,1456.1,Black Cotton
125.5,45.9,90.3,22.2,96.9,5.79,3731.6,Forest Loam
65.0,11.1,54.2,33.8,78.2,5.83,3610.9,Laterite
73.3,47.9,84.8,24.4,77.5,7.5,3495.9,Riverine Alluvial
72.8,34.4,70.4,25.2,75.7,5.52,2667.0,Red Loam
